"","n_trials","alpha1_est","alpha2_est","alpha1_prior","alpha2_prior"
"550",100,0.502268,0.407828,0.524841,0.646662
"551",100,0.25326,0.70793,0.813766,0.419641
"552",100,0.276045,0.683375,0.605579,0.579167
"553",100,0.376537,0.713564,0.682354,0.545741
"554",100,0.344223,0.758748,0.660501,0.299229
"555",100,0.432349,0.703222,0.566068,0.506449
"556",100,0.517595,0.810525,0.651853,0.626953
"557",100,0.468401,0.818356,0.588928,0.635372
"558",100,0.662039,0.577216,0.681289,0.695972
"559",100,0.629811,0.662873,0.560729,0.728936
"560",100,0.582274,0.56994,0.432812,0.697432
"561",100,0.552182,0.471892,0.543806,0.432226
"562",100,0.466884,0.395317,0.577414,0.439921
"563",100,0.445111,0.562917,0.661662,0.695315
"564",100,0.713634,0.549246,0.575287,0.608495
"565",100,0.70854,0.658539,0.57167,0.684799
"566",100,0.462808,0.61308,0.713079,0.827225
"567",100,0.733643,0.562604,0.730638,0.523668
"568",100,0.747812,0.517888,0.678878,0.499391
"569",100,0.636456,0.714362,0.633394,0.545429
"570",100,0.694907,0.527925,0.764643,0.673103
"571",100,0.716143,0.483182,0.63961,0.46848
"572",100,0.786406,0.738603,0.595892,0.521108
"573",100,0.641339,0.629019,0.794893,0.648342
"574",100,0.782201,0.679115,0.472761,0.625372
"575",100,0.469824,0.594387,0.617754,0.460135
"576",100,0.670017,0.581149,0.786319,0.712304
"577",100,0.657735,0.668048,0.500786,0.774987
"578",100,0.667113,0.672421,0.459923,0.575648
"579",100,0.597861,0.711529,0.783471,0.523286
"580",100,0.679883,0.524101,0.621026,0.756688
"581",100,0.617411,0.557832,0.494748,0.686978
"582",100,0.645299,0.671042,0.798738,0.621589
"583",100,0.652971,0.639695,0.601325,0.697723
"584",100,0.719774,0.528659,0.628821,0.666226
"585",100,0.724921,0.547736,0.670261,0.72983
"586",100,0.728227,0.647251,0.565079,0.586579
"587",100,0.60872,0.627198,0.344315,0.815982
"588",100,0.66947,0.679645,0.606481,0.622705
"589",100,0.745666,0.604642,0.640551,0.64723
"590",100,0.469104,0.6421,0.282714,0.718693
"591",100,0.430775,0.60261,0.540439,0.511172
"592",100,0.407354,0.585139,0.488924,0.647629
"593",100,0.445689,0.548882,0.664036,0.574461
"594",100,0.5759,0.720587,0.589843,0.613866
"595",100,0.60241,0.657402,0.41073,0.526437
"596",100,0.55961,0.618477,0.754612,0.542217
"597",100,0.622345,0.584709,0.359968,0.746238
"598",100,0.619184,0.645542,0.668253,0.645367
"599",100,0.662427,0.583841,0.672989,0.336114
"600",100,0.637492,0.718697,0.581133,0.548843
"601",100,0.838948,0.663011,0.393443,0.522438
"602",100,0.49575,0.698672,0.768228,0.758942
"603",100,0.435675,0.754396,0.620512,0.506079
"604",100,0.698716,0.452314,0.561783,0.586225
"605",100,0.769323,0.346779,0.510987,0.723043
"606",100,0.561438,0.785897,0.570715,0.717393
"607",100,0.552199,0.784129,0.494419,0.708759
"608",100,0.712417,0.686828,0.668014,0.678969
"609",100,0.752916,0.708006,0.581514,0.526279
"610",100,0.551011,0.714613,0.712367,0.551812
"611",100,0.687784,0.637476,0.607169,0.458957
"612",100,0.612789,0.641241,0.608954,0.736763
"613",100,0.617422,0.555103,0.831528,0.688827
"614",100,0.623321,0.586216,0.520475,0.572343
"615",100,0.685069,0.651973,0.514713,0.70702
"616",100,0.75733,0.495828,0.348892,0.738766
"617",100,0.718976,0.521329,0.564598,0.451509
"618",100,0.642555,0.576134,0.812031,0.504772
"619",100,0.644844,0.573407,0.757519,0.651791
"620",100,0.638661,0.612873,0.647285,0.490944
"621",100,0.639085,0.588086,0.68641,0.607002
"622",100,0.559427,0.57197,0.311639,0.393515
"623",100,0.479261,0.561385,0.670262,0.708053
"624",100,0.475119,0.559751,0.621979,0.639353
"625",100,0.455228,0.58931,0.477031,0.690164
"626",100,0.417654,0.611476,0.531369,0.720714
"627",100,0.798222,0.601428,0.601338,0.645333
"628",100,0.746936,0.618793,0.377205,0.547181
"629",100,0.716587,0.651245,0.744064,0.723907
"630",100,0.804564,0.543704,0.719304,0.688671
"631",100,0.712467,0.692532,0.620707,0.566343
"632",100,0.598707,0.672209,0.631933,0.467764
"633",100,0.647782,0.759,0.717513,0.695673
"634",100,0.637874,0.732532,0.485961,0.752522
"635",100,0.831901,0.631155,0.662284,0.508405
"636",100,0.823333,0.858503,0.75242,0.763406
"637",100,0.763909,0.800011,0.580898,0.626534
"638",100,0.669825,0.756001,0.666324,0.651723
"639",100,0.598066,0.686121,0.617173,0.618345
"640",100,0.588631,0.711122,0.759467,0.575198
"641",100,0.524453,0.700236,0.502077,0.570295
"642",100,0.61982,0.52552,0.603778,0.638913
"643",100,0.640766,0.48904,0.535933,0.404545
"644",100,0.645472,0.601169,0.724613,0.659184
"645",100,0.646659,0.616409,0.509177,0.66298
"646",100,0.49047,0.484091,0.67442,0.672092
"647",100,0.490766,0.494881,0.526165,0.774907
"648",100,0.50044,0.499837,0.763913,0.64738
"649",100,0.660568,0.780666,0.680374,0.669143
"650",100,0.646171,0.740692,0.557439,0.569971
"651",100,0.460807,0.597651,0.684701,0.704612
"652",100,0.597685,0.560816,0.47837,0.588834
"653",100,0.413993,0.61671,0.393405,0.467352
"654",100,0.71721,0.706821,0.410555,0.736561
"655",100,0.72496,0.71731,0.594744,0.597785
"656",100,0.667759,0.638118,0.673333,0.653209
"657",100,0.490663,0.51138,0.624027,0.497274
"658",100,0.716166,0.822537,0.728689,0.478442
"659",100,0.67163,0.851162,0.535738,0.358619
"660",100,0.609305,0.843839,0.813858,0.715855
"661",100,0.663289,0.544559,0.600304,0.707643
"662",100,0.518328,0.684946,0.591043,0.562724
"663",100,0.658325,0.538389,0.727352,0.642166
"664",100,0.655902,0.561171,0.466342,0.705696
"665",100,0.640461,0.601678,0.574497,0.779507
"666",100,0.717927,0.6064,0.562753,0.618211
"667",100,0.687417,0.597289,0.430333,0.658252
"668",100,0.712626,0.591915,0.617208,0.550109
"669",100,0.696273,0.658727,0.461857,0.771555
"670",100,0.546485,0.529448,0.830301,0.483062
"671",100,0.63566,0.609812,0.488977,0.496101
"672",100,0.534341,0.689266,0.414219,0.536377
"673",100,0.875516,0.527042,0.504501,0.76258
"674",100,0.87533,0.526854,0.483449,0.553426
"675",100,0.837027,0.443033,0.757494,0.523823
"676",100,0.671496,0.417807,0.659806,0.612265
"677",100,0.794548,0.767711,0.678727,0.578891
"678",100,0.617199,0.492516,0.59614,0.882354
"679",100,0.631197,0.516339,0.701264,0.56049
"680",100,0.630845,0.502016,0.617038,0.49701
"681",100,0.637372,0.502129,0.499532,0.231915
"682",100,0.657425,0.569402,0.496376,0.777597
"683",100,0.603709,0.530013,0.475793,0.745736
"684",100,0.611908,0.515438,0.662199,0.588437
"685",100,0.632831,0.657439,0.551306,0.476233
"686",100,0.60383,0.640858,0.622093,0.527084
"687",100,0.54533,0.695077,0.680947,0.551951
"688",100,0.619023,0.578521,0.648442,0.626491
"689",100,0.641942,0.556069,0.706873,0.484786
"690",100,0.762934,0.66189,0.631256,0.629418
"691",100,0.680354,0.55031,0.755416,0.310387
"692",100,0.678292,0.630956,0.775218,0.658962
"693",100,0.681389,0.642153,0.711048,0.627312
"694",100,0.764019,0.680807,0.580151,0.621395
"695",100,0.483441,0.689336,0.232774,0.563494
"696",100,0.483055,0.64019,0.431334,0.627414
"697",100,0.716745,0.623137,0.422678,0.536549
"698",100,0.6262,0.599211,0.576616,0.774671
"699",100,0.736574,0.639155,0.477249,0.573811
"700",100,0.708672,0.711831,0.504954,0.791263
"701",100,0.689756,0.658606,0.71582,0.658032
"702",100,0.750977,0.589317,0.610993,0.537341
"703",100,0.773149,0.620873,0.488009,0.544536
"704",100,0.720439,0.718601,0.425632,0.44671
"705",100,0.609391,0.592079,0.536405,0.48437
"706",100,0.621003,0.60315,0.607816,0.646118
"707",100,0.568495,0.499532,0.604765,0.681828
"708",100,0.546973,0.740991,0.629095,0.694268
"709",100,0.601548,0.828574,0.797741,0.684617
"710",100,0.74465,0.578599,0.861354,0.606066
"711",100,0.599316,0.562657,0.639047,0.703491
"712",100,0.55056,0.531898,0.771727,0.725618
"713",100,0.563241,0.780331,0.627923,0.603231
"714",100,0.562082,0.618907,0.490813,0.500695
"715",100,0.582881,0.667973,0.660845,0.649844
"716",100,0.586535,0.664021,0.680514,0.491968
"717",100,0.599143,0.593285,0.536233,0.727114
"718",100,0.740302,0.587988,0.846691,0.461677
"719",100,0.800884,0.663764,0.536412,0.694566
"720",100,0.775852,0.578802,0.532348,0.663004
"721",100,0.641659,0.797631,0.628322,0.653273
"722",100,0.63396,0.767848,0.766707,0.580743
"723",100,0.63524,0.75815,0.562976,0.716601
"724",100,0.712106,0.679016,0.580912,0.707897
"725",100,0.632014,0.653771,0.564202,0.610509
"726",100,0.630372,0.736636,0.635571,0.558296
"727",100,0.689165,0.631142,0.545402,0.707813
"728",100,0.704602,0.507587,0.770134,0.452179
"729",100,0.701792,0.537852,0.856782,0.535388
"730",100,0.680968,0.454642,0.650773,0.795903
"731",100,0.643106,0.732671,0.715355,0.709543
"732",100,0.502327,0.69719,0.614232,0.689312
"733",100,0.586724,0.771707,0.676191,0.694052
"734",100,0.630082,0.664059,0.594564,0.661256
"735",100,0.650699,0.528767,0.520355,0.732624
"736",100,0.705212,0.607647,0.459791,0.405375
"737",100,0.714503,0.498329,0.84886,0.682718
"738",100,0.61724,0.6536,0.626061,0.680794
"739",100,0.669819,0.728041,0.591016,0.542233
"740",100,0.604187,0.706588,0.69675,0.682192
"741",100,0.560542,0.728054,0.702817,0.622124
"742",100,0.627736,0.683327,0.622849,0.795521
"743",100,0.717375,0.643798,0.481597,0.517229
"744",100,0.716057,0.622023,0.578247,0.615831
"745",100,0.522835,0.562137,0.734863,0.720536
"746",100,0.622998,0.582723,0.705993,0.700256
"747",100,0.808221,0.60129,0.779047,0.541132
"748",100,0.848309,0.6534,0.608604,0.667395
"749",100,0.642096,0.496494,0.747369,0.823263
"750",100,0.499983,0.636549,0.605021,0.56897
"751",100,0.456424,0.472978,0.901041,0.56316
"752",100,0.594284,0.679742,0.669777,0.69991
"753",100,0.456582,0.664771,0.479421,0.557035
"754",100,0.65835,0.721265,0.674991,0.629131
"755",100,0.782353,0.652433,0.798339,0.611718
"756",100,0.633547,0.74968,0.548186,0.849723
"757",100,0.581576,0.455569,0.751187,0.573593
"758",100,0.494338,0.672314,0.582275,0.713976
"759",100,0.448742,0.662771,0.602422,0.520865
"760",100,0.697018,0.681693,0.566819,0.559353
"761",100,0.737678,0.701724,0.580003,0.511589
"762",100,0.721555,0.738038,0.594566,0.675902
"763",100,0.463804,0.656637,0.66822,0.748762
"764",100,0.639801,0.689909,0.66072,0.822582
"765",100,0.82426,0.590086,0.654885,0.655063
"766",100,0.734099,0.619688,0.714242,0.726306
"767",100,0.589666,0.657663,0.499595,0.583672
"768",100,0.615396,0.573563,0.564943,0.662111
"769",100,0.620072,0.582559,0.594829,0.557227
"770",100,0.609501,0.563192,0.646054,0.574249
"771",100,0.61623,0.591202,0.67839,0.480757
"772",100,0.718615,0.629361,0.6351,0.618477
"773",100,0.67014,0.547904,0.710139,0.817975
"774",100,0.564947,0.533764,0.658666,0.782086
"775",100,0.729363,0.448202,0.769276,0.681763
"776",100,0.546549,0.653336,0.765444,0.517912
"777",100,0.70222,0.593835,0.670923,0.502766
"778",100,0.712819,0.553949,0.761302,0.726135
"779",100,0.7686,0.470339,0.695488,0.412521
"780",100,0.422269,0.673094,0.708832,0.349764
"781",100,0.616493,0.570765,0.710258,0.629868
"782",100,0.536376,0.663417,0.491008,0.505614
"783",100,0.747015,0.666607,0.588553,0.437589
"784",100,0.757969,0.644105,0.700353,0.536756
"785",100,0.858461,0.657178,0.782548,0.627274
"786",100,0.661966,0.561238,0.601874,0.676312
"787",100,0.634484,0.594892,0.791108,0.691828
"788",100,0.507243,0.514227,0.638736,0.504399
"789",100,0.432042,0.467955,0.598258,0.529523
"790",100,0.543178,0.439699,0.529571,0.60747
"791",100,0.602997,0.578054,0.595019,0.662759
"792",100,0.59776,0.640924,0.66984,0.677791
"793",100,0.619338,0.626111,0.632252,0.754214
"794",100,0.621955,0.523756,0.583864,0.770569
"795",100,0.492176,0.71289,0.465053,0.693907
"796",100,0.521307,0.656312,0.473281,0.898345
"797",100,0.565571,0.677059,0.613586,0.558186
"798",100,0.694571,0.571635,0.483467,0.581861
"799",100,0.691241,0.754576,0.610734,0.643744
"800",100,0.630571,0.774208,0.581441,0.560773
"801",100,0.615945,0.785469,0.279958,0.411475
"802",100,0.529822,0.710142,0.740561,0.561781
"803",100,0.718743,0.525098,0.622693,0.799425
"804",100,0.570905,0.7204,0.658132,0.542009
"805",100,0.474988,0.705187,0.529106,0.685558
"806",100,0.561121,0.765912,0.825724,0.632047
"807",100,0.671515,0.816324,0.682464,0.399698
"808",100,0.692252,0.802627,0.419111,0.837882
"809",100,0.641185,0.818024,0.706031,0.623861
"810",100,0.680759,0.543573,0.466067,0.681408
"811",100,0.587114,0.76828,0.533909,0.593965
"812",100,0.703674,0.660442,0.623337,0.605647
"813",100,0.655998,0.60788,0.752421,0.82561
"814",100,0.573877,0.620125,0.541455,0.773532
"815",100,0.533976,0.455287,0.445829,0.478948
"816",100,0.563909,0.502543,0.744326,0.639593
"817",100,0.660012,0.580788,0.485513,0.454868
"818",100,0.550219,0.64913,0.681499,0.582982
"819",100,0.697406,0.763843,0.688831,0.648904
"820",100,0.611614,0.734246,0.703984,0.620251
"821",100,0.572651,0.688417,0.77804,0.769273
"822",100,0.659429,0.414416,0.716069,0.61081
"823",100,0.716284,0.520006,0.565131,0.299622
"824",100,0.75905,0.701289,0.761861,0.53548
"825",100,0.554502,0.524562,0.599766,0.672998
"826",100,0.592378,0.514741,0.749441,0.590586
"827",100,0.613862,0.680489,0.429943,0.6761
"828",100,0.613525,0.726819,0.569044,0.415543
"829",100,0.680784,0.826548,0.757049,0.677828
"830",100,0.680515,0.514252,0.577754,0.752616
"831",100,0.634941,0.418614,0.539457,0.50201
"832",100,0.612449,0.800068,0.355412,0.458616
"833",100,0.62184,0.8853,0.815091,0.69961
"834",100,0.474348,0.642136,0.454502,0.662042
"835",100,0.711514,0.656032,0.752811,0.556888
"836",100,0.805627,0.647849,0.737923,0.688051
"837",100,0.734018,0.578446,0.668671,0.588836
"838",100,0.736196,0.431776,0.558846,0.720166
"839",100,0.373575,0.561904,0.55588,0.699924
"840",100,0.321439,0.513666,0.521292,0.576468
"841",100,0.66377,0.854561,0.738433,0.46593
"842",100,0.673938,0.456155,0.640909,0.542593
"843",100,0.780601,0.598878,0.389787,0.499289
"844",100,0.823195,0.661789,0.5505,0.460026
"845",100,0.604863,0.502663,0.558029,0.67186
"846",100,0.63555,0.397254,0.663354,0.752801
"847",100,0.41009,0.619335,0.305392,0.685241
"848",100,0.467745,0.624117,0.656761,0.662095
"849",100,0.625737,0.754868,0.810664,0.736487
"850",100,0.744316,0.335918,0.723165,0.678174
"851",100,0.600867,0.512606,0.69074,0.37706
"852",100,0.582194,0.59041,0.661495,0.722961
"853",100,0.609132,0.48702,0.819744,0.636195
"854",100,0.51365,0.634624,0.539054,0.499127
"855",100,0.56252,0.784111,0.689945,0.725921
"856",100,0.50682,0.749062,0.705062,0.501542
"857",100,0.492582,0.771859,0.479379,0.584061
"858",100,0.733114,0.55761,0.888956,0.759755
"859",100,0.716828,0.614151,0.555508,0.616836
"860",100,0.797175,0.508695,0.537341,0.516728
"861",100,0.623131,0.514448,0.789865,0.422079
"862",100,0.603999,0.453823,0.54428,0.828159
"863",100,0.611503,0.426073,0.358928,0.587245
"864",100,0.537649,0.792912,0.494449,0.549773
"865",100,0.65724,0.707568,0.792356,0.528835
"866",100,0.652632,0.699995,0.47665,0.685329
"867",100,0.770165,0.762381,0.705514,0.57727
"868",100,0.790466,0.807402,0.658706,0.605968
"869",100,0.687626,0.684516,0.686183,0.60417
"870",100,0.652543,0.751782,0.708449,0.609838
"871",100,0.511423,0.707079,0.620334,0.71057
"872",100,0.611087,0.572137,0.446667,0.603531
"873",100,0.49839,0.6185,0.774017,0.682062
"874",100,0.750896,0.679356,0.68339,0.718436
"875",100,0.745209,0.678262,0.562399,0.774717
"876",100,0.641217,0.745997,0.398334,0.564468
"877",100,0.554602,0.686642,0.673577,0.513296
"878",100,0.58475,0.638095,0.340251,0.472816
"879",100,0.520088,0.645741,0.740028,0.490657
"880",100,0.710537,0.563961,0.801273,0.650602
"881",100,0.479094,0.510832,0.760501,0.764376
"882",100,0.334285,0.581625,0.738713,0.776059
"883",100,0.643201,0.481029,0.691292,0.560933
"884",100,0.668144,0.618274,0.603752,0.589389
"885",100,0.511814,0.758282,0.481469,0.479099
"886",100,0.784269,0.767063,0.608628,0.664951
"887",100,0.599088,0.600657,0.55739,0.718982
"888",100,0.704686,0.754477,0.693406,0.69247
"889",100,0.791867,0.647676,0.638262,0.605358
"890",100,0.448274,0.680017,0.691316,0.596646
"891",100,0.805072,0.739902,0.73268,0.544438
"892",100,0.750335,0.504747,0.632373,0.538763
"893",100,0.583914,0.792819,0.619151,0.557581
"894",100,0.651206,0.699543,0.640011,0.674705
"895",100,0.665637,0.705591,0.757016,0.54536
"896",100,0.664597,0.702537,0.657242,0.462165
"897",100,0.581347,0.667397,0.542755,0.68496
"898",100,0.506409,0.698506,0.612571,0.726903
"899",100,0.473808,0.607228,0.653316,0.620428
"900",100,0.631997,0.612349,0.541366,0.584864
"901",100,0.59792,0.611723,0.374285,0.651004
"902",100,0.587402,0.626146,0.542044,0.711105
"903",100,0.618058,0.627416,0.606238,0.414121
"904",100,0.784514,0.703682,0.567803,0.635201
"905",100,0.629915,0.672577,0.419475,0.672268
"906",100,0.601391,0.690411,0.807005,0.737818
"907",100,0.612525,0.749261,0.425156,0.613876
"908",100,0.594607,0.677974,0.684804,0.652386
"909",100,0.601044,0.641986,0.629818,0.6559
"910",100,0.651391,0.671327,0.834194,0.447229
"911",100,0.496037,0.600749,0.593889,0.623359
"912",100,0.487959,0.607005,0.5948,0.631303
"913",100,0.59284,0.651127,0.723633,0.605533
"914",100,0.643792,0.611858,0.743959,0.535883
"915",100,0.625037,0.658857,0.601742,0.470372
"916",100,0.535069,0.590418,0.309704,0.868764
"917",100,0.517019,0.671893,0.624858,0.485125
"918",100,0.5181,0.669366,0.49075,0.527678
"919",100,0.492736,0.714801,0.660126,0.424712
"920",100,0.579547,0.692008,0.553459,0.726291
"921",100,0.602584,0.667467,0.508221,0.51758
"922",100,0.572617,0.678434,0.68654,0.532142
"923",100,0.496648,0.495568,0.578854,0.585385
"924",100,0.621316,0.593611,0.725001,0.563272
"925",100,0.592904,0.603987,0.755407,0.700226
"926",100,0.637847,0.507171,0.753427,0.689389
"927",100,0.752935,0.475606,0.835566,0.658641
"928",100,0.706516,0.469214,0.6498,0.557458
"929",100,0.58815,0.545646,0.600908,0.681993
"930",100,0.649188,0.558293,0.533281,0.507514
"931",100,0.652448,0.495435,0.645083,0.583176
"932",100,0.352734,0.571793,0.622981,0.811867
"933",100,0.721747,0.796597,0.630229,0.511333
"934",100,0.715339,0.790521,0.565514,0.426553
"935",100,0.526278,0.526097,0.708841,0.444131
"936",100,0.654787,0.561681,0.646887,0.693835
"937",100,0.488638,0.59693,0.683843,0.625477
"938",100,0.727626,0.698023,0.666857,0.557502
"939",100,0.461884,0.660866,0.706529,0.4176
"940",100,0.408101,0.640086,0.615775,0.60128
"941",100,0.864883,0.659085,0.795777,0.562214
"942",100,0.610193,0.497893,0.600645,0.52816
"943",100,0.521677,0.700665,0.616065,0.819796
"944",100,0.835312,0.704123,0.669345,0.719007
"945",100,0.836952,0.712323,0.541137,0.627794
"946",100,0.475092,0.680434,0.61266,0.64226
"947",100,0.667682,0.761108,0.678078,0.677784
"948",100,0.693551,0.822653,0.597135,0.522522
"949",100,0.433421,0.633934,0.548967,0.649183
"950",100,0.551633,0.588739,0.698997,0.63514
"951",100,0.6448,0.758321,0.57124,0.734069
"952",100,0.673224,0.751293,0.490851,0.761719
"953",100,0.680689,0.349777,0.745435,0.829858
"954",100,0.578566,0.578828,0.779037,0.811156
"955",100,0.537108,0.409795,0.557473,0.633331
"956",100,0.537109,0.389941,0.713095,0.809487
"957",100,0.509884,0.320149,0.502502,0.565486
"958",100,0.432666,0.720633,0.40474,0.626709
"959",100,0.445436,0.526986,0.687323,0.682653
"960",100,0.460269,0.539197,0.56079,0.547911
"961",100,0.427516,0.502359,0.384999,0.516431
"962",100,0.430016,0.600035,0.635931,0.355414
"963",100,0.805267,0.696748,0.599593,0.504973
"964",100,0.619638,0.598368,0.743584,0.774047
"965",100,0.624433,0.339553,0.681968,0.566015
"966",100,0.554316,0.800314,0.626652,0.502225
"967",100,0.743954,0.364983,0.573436,0.625961
"968",100,0.676092,0.609402,0.836278,0.769412
"969",100,0.624943,0.732908,0.663735,0.646024
"970",100,0.676698,0.761047,0.692434,0.586907
"971",100,0.670252,0.443485,0.670443,0.824877
"972",100,0.707605,0.427466,0.598058,0.655247
"973",100,0.712647,0.425171,0.597661,0.664659
"974",100,0.512194,0.622523,0.628295,0.701496
"975",100,0.672747,0.602426,0.570831,0.679827
"976",100,0.63548,0.603295,0.511977,0.504738
"977",100,0.603505,0.697516,0.423333,0.61253
"978",100,0.547083,0.487773,0.678598,0.530654
"979",100,0.544543,0.504695,0.656182,0.553495
"980",100,0.550832,0.497001,0.69872,0.481983
"981",100,0.773658,0.692425,0.515447,0.669527
"982",100,0.77047,0.620089,0.76424,0.830959
"983",100,0.466301,0.487545,0.680032,0.746191
"984",100,0.605679,0.556768,0.7506,0.549316
"985",100,0.606393,0.558587,0.54821,0.546589
"986",100,0.61657,0.597717,0.492784,0.511855
"987",100,0.522129,0.525008,0.692767,0.567618
"988",100,0.530884,0.589093,0.451642,0.522941
